Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
324,5,0.9602,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['selamat', 'ingat', 'wafat', 'isa', 'almasih', 'umat', 'kristen', 'katholik', 'wafat', 'isa', 'almasih', 'jatuh', 'jumat', 'date', 'moga', 'pandemi', 'allcaps', 'covid', 'allcaps', 'number', 'damai']"
325,6,0.854,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['ayok', 'mari', 'lawan', 'covid', 'number']"
326,2,0.5873,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['aduh', 'gusti', 'ungar', 'warga', 'tolak', 'makam', 'awat', 'allcaps', 'rsud', 'allcaps', 'kariadi', 'semarang', 'korban', 'covid', 'number']"
327,2,0.5735,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['bagi', 'sembako', 'serentak', 'warga', 'mapolsek', 'makoramil', 'kait', 'dampak', 'wabah', 'corona', 'covid', 'number', 'kamis', 'tanggal', 'number', 'allcaps', 'april', 'allcaps', 'number', 'pkl', 'number', 'bagi', 'sembako', 'tawangharjo']"
328,0,0.9562,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['segenap', 'keluarga', 'perintah', 'kota', 'batu', 'selamat', 'kabupaten', 'nganjuk', 'number', 'moga', 'kabupaten', 'nganjuk', 'maju', 'pandemi', 'covid', 'number', 'repeated', 'rebecca', 'ramona']"
329,6,0.9485,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['siap', 'lahan', 'kubur', 'masal', 'korban', 'covid', 'number', 'perintah', 'aceh', 'perintah', 'new', 'york', 'mempersiapkanya', 'sedia', 'payung', 'hujan']"
330,5,0.9124,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['duduk', 'rumah', 'putus', 'rantai', 'jangkit', 'allcaps', 'covid', 'allcaps', 'number']"
331,1,0.8904,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['vid', 'covid', 'pergi', 'repeated', 'datang', 'orang', 'hilang']"
332,6,0.7062,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['wabah', 'corona', 'allcaps', 'covid', 'allcaps', 'number', 'ingat', 'kuasa', 'buat', 'makar', 'allah', 'allcaps', 'swt', 'allcaps', 'tentang', 'tega', 'hukum', 'hukum', 'nya', 'cepat', 'lambat', 'balas', 'nya']"
333,2,0.9649,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'tugas', 'allcaps', 'ekonominama', 'aulia', 'nashwa', 'nathaniano', 'kelas', 'xl', 'mipa', 'negeri', 'number', 'banyudonosaya', 'kait', 'materi', 'kerjasama', 'internasional', 'isu', 'kembang', 'covid', 'number', 'allcaps', 'thread', 'allcaps']"
334,5,0.9602,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['bantu', 'masyarakat', 'alir', 'rekening', 'gugus', 'tugas', 'covid', 'number', 'isi', 'rupiah', 'number', 'miliaryang', 'number', 'kabar', 'bohong', 'tolong', 'tangkap', 'sumber', 'gugus_tugas', 'gugus_tugas', 'gugus_tugas']"
335,0,0.9203,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['wander', 'luiz', 'tunggu', 'hasil', 'periksa', 'tes', 'allcaps', 'covid', 'allcaps', 'number']"
336,6,0.9635,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['kerja', 'kerja', 'termination', 'cable', 'for', 'stand', 'by', 'gen', 'set', 'at', 'pusat', 'kuarantin', 'rawat', 'quarantine', 'for', 'low', 'risk', 'covid', 'number', 'patient', 'allcaps', 'maeps', 'allcaps']"
337,2,0.8248,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['moga', 'wabah', 'covid', 'number']"
338,2,0.6466,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['permenkes', 'allcaps', 'psbb', 'allcaps', 'cepat', 'tangan', 'covid', 'number']"
339,2,0.9452,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['el', 'asamau', 'mahasiswa', 'allcaps', 'lpdp', 'allcaps', 'alor', 'umum', 'positif', 'covid', 'number', 'allcaps', 'ntt', 'allcaps', 'pos']"
340,5,0.9734,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['damai', 'kesedihn', 'sakititulah', 'sumber', 'mata', 'air', 'hidup', 'cinta', 'tuhankrna', 'mulia', 'kau', 'temu', 'onak', 'duri', 'rumi', 'matsnawi', 'jilid', 'number', 'bait', 'number', 'number', 'bgitulah', 'ajar', 'ala', 'rumi', 'untk', 'tngah', 'mwbahny', 'covid', 'number', 'badai', 'psti']"
341,7,0.9204,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['flex', 'haritu', 'increase', 'production', 'langit', 'rendah', 'unexpected', 'beast', 'covid', 'number']"
342,5,0.9485,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['perintah', 'larang', 'allcaps', 'asn', 'allcaps', 'allcaps', 'tni', 'allcaps', 'polri', 'pegawai', 'allcaps', 'bumn', 'allcaps', 'mudik', 'pandemi', 'covi']"
343,1,0.9562,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['cegah', 'virus', 'covid', 'number', 'rajin', 'mandi', 'asa', 'tinggal', 'jg', 'rajin', 'mandi', 'bangun', 'tidur', 'sih', 'torus', 'mandi', 'lupa', 'gosok', 'biji']"
344,5,0.9539,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['glenn', 'fredly', 'harga', 'tugas', 'medis', 'korban', 'tinggal', 'covid', 'number', 'bela', 'sungkawa', 'perintah', 'segitunya', 'tugas', 'medis', 'sabar', 'iya', 'doa']"
345,4,0.9416,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['ayo', 'simak', 'jelas', 'hastry', 'sp', 'kait', 'tangan', 'jenazah', 'covid', 'bisaindonesia', 'allcaps', 'lawan', 'corona', 'allcaps']"
346,7,0.9203,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['dokter', 'tifauzia', 'presiden', 'duka', 'cita', 'dokter', 'allcaps', 'covid', 'allcaps', 'number']"
347,5,0.6655,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['covid', 'number', 'pergi', 'repeated', 'insyaallah', 'rana', 'manusia', 'rukuk', 'allah', 'bayi', 'susu', 'burung', 'haiwan', 'cari', 'makan', 'hidup']"
348,6,0.927,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['polsek', 'tugu', 'himbau', 'jaga', 'jarak', 'aman', 'cegah', 'covid', 'number', 'jaga_jarak', 'jaga_jarak']"
349,7,0.8806,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['pandemi', 'covid', 'number', 'bumi', 'repeated', 'nikah', 'repeated', 'pokok', 'laki', 'lakibukan', 'buaya', 'sosmedgak', 'gantenggak', 'musti', 'kayayg', 'matane', 'rak', 'jelalat', 'ngeliat', 'perempuan']"
350,3,0.9326,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['masuk', 'kali', 'empat', 'tunai', 'solat', 'jumaat', 'moga', 'allah', 'hapus', 'covid', 'number', 'moga']"
351,2,0.9675,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['omnibus', 'law', 'jalan', 'ribu', 'buruh', 'demo', 'besar', 'an', 'tg', 'number', 'aprildalam', 'kondisi', 'wabah', 'covid', 'number', 'allcaps', 'dpr', 'allcaps', 'fokus', 'hadap', 'wabah', 'corona', 'korban', 'allcaps', 'phk', 'allcaps']"
352,4,0.9717,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['personil', 'polsek', 'karanglewas', 'laksana', 'patroli', 'malam', 'allcaps', 'blp', 'allcaps', 'jam', 'malam', 'cipta', 'situasi', 'kondusif', 'adakan', 'cek', 'pos', 'sterilisasi', 'kait', 'cegah', 'tular', 'covid', 'number', 'jam', 'malam', 'wilayah', 'kec', 'karanglewas', 'number', 'number']"
353,6,0.9124,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['dasar', 'survei', 'number', 'orang', 'tinggal', 'covid', 'number', 'sembuh', 'repeated']"
354,2,0.9635,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['batas', 'sosial', 'skala', 'allcaps', 'psbb', 'allcaps', 'allcaps', 'dki', 'allcaps', 'jakarta', 'cegah', 'covid', 'number', 'laku', 'date', 'number', 'pekan', 'sekolah', 'kerja', 'libur', 'ibadah', 'tutup', 'fasilitas']"
355,0,0.9416,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['iya', 'tuju', 'repeated', 'demo', 'skala', 'biar', 'kena', 'covid', 'number', 'repeated', 'tinggal', 'buang', 'laut', 'repeated']"
356,5,0.9124,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['konkret', 'instruksi', 'kepala', 'daerah', 'kader', 'banteng', 'satu', 'lawan', 'corona']"
357,7,0.9124,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['putus', 'mata', 'rantai', 'covid', 'number', 'repeated', 'mata_rantai', 'mata_rantai', 'mata_rantai']"
358,2,0.8749,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['moga', 'frontliner', 'usaha', 'sumbang', 'bakti', 'negara']"
359,5,0.9124,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['polres', 'lhokseumawe', 'lidik', 'sebar', 'info', 'dokter', 'positif', 'covid', 'number']"
360,4,0.9635,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['nasgor', 'mafia', 'tutup', 'malang', 'selesai', 'covid', 'ubek', 'ubek', 'kota', 'malang', 'cari', 'daging', 'kambing', 'flish', 'bm', 'banget', 'nasgor', 'kambing', 'gak', 'repeated', 'udahan', 'coronanya', 'huhu']"
361,1,0.9203,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['allcaps', 'ntb', 'allcaps', 'uii', 'sampel', 'covid', 'number', 'cepat', 'tahu', 'hasil']"
362,1,0.9204,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['cegah', 'covid', 'number', 'allcaps', 'hmpi', 'allcaps', 'sulsel', 'gelar', 'diskusi', 'daring']"
363,5,0.9602,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['allcaps', 'breaking', 'news', 'allcaps', 'kabar', 'duka', 'allcaps', 'pdp', 'allcaps', 'covid', 'number', 'kalbar', 'allcaps', 'rsud', 'allcaps', 'soedarso', 'tinggal', 'dunia', 'hari', 'halaman', 'number']"
364,0,0.9513,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['fokus', 'tangan', 'covid', 'number', 'fokus', 'tangan', 'dampak', 'covid', 'number', 'buruh', 'ribu', 'buruh', 'rumah', 'tnp', 'gaji', 'hilang', 'hasil']"
365,7,0.9123,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['mahfud', 'sehat', 'covid', 'number', 'serah', 'ahli', 'dokter', 'erlina', 'burhan']"
366,0,0.965,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['selamat', 'pagi', 'rute', 'sudimara', 'tanah', 'abang', 'sedia', 'pkl', 'time', 'allcaps', 'wib', 'allcaps', 'informasi', 'lengkap', 'jadwal', 'jalan', 'allcaps', 'krl', 'allcaps', 'date', 'lihat', 'website', 'link', 'tks']"
367,5,0.9203,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['selamat', 'allcaps', 'jalan', 'allcaps', 'covid', 'number', 'selamat', 'allcaps', 'allcaps', 'ramadhan']"
368,2,0.927,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['makasih', 'mas', 'moga', 'malaysia', 'sama', 'rang', 'covid', 'number', 'patuh', 'himbauan', 'perintah']"
369,2,0.9675,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'cegah', 'virus', 'allcaps', 'maklumat', 'kapolri', 'number', 'perintah', 'kapolri', 'rangka', 'cegah', 'antisipasi', 'sebar', 'allcaps', 'covid', 'allcaps', 'number', 'allcaps', 'virus', 'corona', 'allcaps', 'polsek', 'banjarnegara', 'giat', 'bersih', 'bersih']"
370,6,0.9326,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['kades', 'tomori', 'anas', 'olabahim', 'himbau', 'warga', 'tunda', 'mudik', 'cegah', 'sebar', 'covid', 'number']"
371,1,0.8749,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['perang', 'dingin', 'berlanjutsampe', 'debat', 'covid', 'lebaran']"
372,1,0.9326,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['pasca', 'rebak', 'allcaps', 'covid', 'allcaps', 'number', 'nasib', 'allcaps', 'tki', 'allcaps', 'malaysia', 'prihatin']"
373,2,0.854,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['juang', 'allcaps', 'covid', 'allcaps', 'number']"
374,2,0.9513,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['teh', 'salah', 'sakit', 'dbd', 'trombosit', 'normal', 'baik', 'swab', 'covid', 'sblmnya', 'kontak', 'covid', 'repeated', 'pgn', 'drujuk', 'rshs', 'penuh']"
375,2,0.9676,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['terbit', 'telegram', 'polri', 'salah', 'poin', 'kait', 'tindak', 'hukum', 'hina', 'presiden', 'jabat', 'negara', 'situasi', 'wabah', 'virus', 'corona', 'covid', 'number', 'allcaps', 'sby', 'allcaps', 'malu', 'indonesia', 'mata', 'dunia', 'negara']"
376,0,0.9027,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['kalo', 'lo', 'kena', 'covid', 'number', 'sembuh', 'virus', 'aktif']"
377,2,0.9485,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['hahaha', 'unggul', 'tambah', 'ngomongin', 'unggul', 'mikir', 'covid', 'lenyap', 'indonesia', 'repeated', 'geli', 'gmana', 'mlah', 'ngomongin', 'unggul', 'jkt']"
378,2,0.9687,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['bhabinkamtibmas', 'aiptu', 'slamet', 'kundarjanto', 'sekcam', 'suluh', 'tugas', 'posko', 'gugus', 'tugas', 'kait', 'cegah', 'tular', 'virus', 'corona', 'covid', 'number', 'ds', 'karanggude', 'kulon', 'kec', 'karanglewas', 'number', 'number', 'gugus_tugas', 'gugus_tugas', 'gugus_tugas']"
379,5,0.9326,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['negara', 'anomali', 'eyang', 'saat', 'negara', 'pikir', 'potong', 'gaji', 'jabat', 'sepenuh', 'anggar', 'covid']"
380,6,0.9027,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['minum', 'lahanda', 'hindar', 'covid', 'anjir', 'anjirr', 'repeated', 'repeated']"
381,2,0.9204,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['aksi', 'warga', 'tolak', 'rusunawa', 'najam', 'karantina', 'allcaps', 'covid', 'allcaps', 'number']"
382,0,0.9663,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['gusdurian', 'peduli', 'tangerang', 'raya', 'buka', 'posko', 'covid', 'number', 'hadap', 'corona', 'donasi', 'nominal', 'rupiah', 'rekening', 'tera', 'bantu', 'brupa', 'barang', 'sandang', 'pangan', 'antar', 'langsung', 'posko', 'hubung', 'cp']"
383,6,0.9698,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['number', 'suruh', 'covid', 'number', 'akn', 'pergi', 'number', 'gaul', 'bebas', 'batas', 'selingkuh', 'kumpul', 'ikat', 'sah', 'covid', 'number', 'didik', 'sosial', 'distancing', 'physical', 'distancing', 'jaga', 'jarak', 'salam', 'sentuh', 'repeated', 'jaga_jarak', 'jaga_jarak']"
384,2,0.8748,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['moga', 'wababh', 'covid', 'number', 'landa', 'amiin']"
385,5,0.9326,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['allcaps', 'pdp', 'allcaps', 'covid', 'number', 'kota', 'cilegon', 'tinggal', 'allcaps', 'rsud', 'allcaps', 'banten']"
386,1,0.9124,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['anggar', 'tangan', 'covid', 'number', 'kabupaten', 'tangerang', 'tembus', 'rp', 'miliar']"
387,3,0.9726,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['allcaps', 'pdip', 'allcaps', 'main', 'repeated', 'pulang', 'sore', 'mulu', 'repeated', 'ha', 'repeated', 'ha', 'nyender', 'tembok', 'tetangga', 'gag', 'kuota', 'numpang', 'wifi', 'biar', 'berita', 'informasi', 'gencar', 'suara', 'covid', 'number', 'wabah', 'eh', 'bilang', 'cari', 'panggung']"
388,0,0.9124,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['fokus', 'lawan', 'covid', 'number', 'mo', 'kmpanye', 'tunggu', 'sabar', 'repeated']"
389,3,0.5568,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['number', 'narapidana', 'bebas', 'wabah', 'allcaps', 'covid', 'allcaps', 'number', 'koruptor', 'repeated']"
390,6,0.9124,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['ceritain', 'dampak', 'covid', 'ekonomi', 'indonesia', 'dampak', 'perban', 'upaya', 'perintah']"
391,3,0.8749,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['iya', 'doa', 'moga', 'hindar', 'covid', 'miris']"
392,2,0.9539,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'pru', 'allcaps', 'number', 'rakyat', 'mesti', 'menolakahli', 'politik', 'suka', 'ganggu', 'usaha', 'allcaps', 'kkm', 'allcaps', 'membenteras', 'wabak', 'covid', 'number']"
393,6,0.927,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['kaur', 'perintah', 'desa', 'hidayat', 'himbau', 'warga', 'tunda', 'mudik', 'cegah', 'covid', 'number']"
394,2,0.8747,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['eh', 'serius', 'suspek', 'covid', 'casenya', 'iya']"
395,4,0.9513,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['perintah', 'konsentrasi', 'tahan', 'masyarakat', 'hadap', 'covid', 'dampak', 'ekosisnya', 'jelas', 'muhaimin', 'kait', 'timwas', 'covid', 'number', 'allcaps', 'dpr', 'allcaps']"
396,6,0.927,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['cepat', 'pergi', 'corona', 'covid', 'number', 'rindu', 'aktivitas', 'pergi', 'mana', 'ngerasa', 'cemas']"
397,1,0.9562,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['bunda', 'maia', 'nyata', 'tindak', 'rang', 'covid', 'number', 'banding', 'roy', 'suryo', 'biar', 'masyarakat', 'nilai', 'bunda', 'maia', 'roy', 'suryo', 'mudah', 'nilai']"
398,0,0.9453,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['sebab', 'non', 'covid', 'gasalah', 'hadir', 'orang', 'bawah', 'number', 'orang', 'poster', 'sosialisasi', 'kmrn', 'gas', 'sev', 'elongated']"
399,4,0.9663,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['menpan', 'ribu', 'tjahjo', 'kumolo', 'terbit', 'surat', 'edar', 'tanggal', 'date', 'batas', 'cuti', 'allcaps', 'pns', 'allcaps', 'allcaps', 'pk', 'elongated', 'allcaps', 'wabah', 'virus', 'corona', 'allcaps', 'covid', 'allcaps', 'number']"
400,0,0.927,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['mobil', 'kota', 'bebas', 'masuk', 'sumenep', 'covid', 'number', 'kadinkes', 'tugas', 'dinas', 'sehat']"
401,0,0.7405,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['buka', 'fb', 'lihat', 'berita', 'nya', 'sih', 'idn', 'times', 'langsung', 'shocked', 'berat', 'sih', 'doi', 'lg', 'daerah', 'situ', 'pakai', 'berita', 'provinsi', 'lala', 'orang', 'positif', 'covid', 'tolongin']"
402,6,0.9602,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['selamat', 'pagi', 'repeated', 'sahabat', 'sahabat', 'mana', 'repeated', 'sahabat', 'repeated', 'penuh', 'panik', 'takut', 'khawatir', 'kecemasa', 'nkegelisahan', 'wabah', 'pandemi', 'corona', 'covid', 'number', 'mari']"
403,3,0.9539,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['santai', 'banget', 'tmnnya', 'asyik', 'materi', 'nya', 'rumit', 'bayang', 'iya', 'number', 'number', 'materi', 'nyebelin', 'naudzubillah', 'semester', 'grgr', 'covid', 'wkwk']"
404,2,0.9698,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'cegah', 'virus', 'allcaps', 'maklumat', 'kapolri', 'number', 'perintah', 'kapolri', 'rangka', 'cegah', 'antisipasi', 'sebar', 'allcaps', 'covid', 'allcaps', 'number', 'allcaps', 'virus', 'corona', 'allcaps', 'polsek', 'banjarnegara', 'giat', 'allcaps', 'blp', 'allcaps', 'himbauan']"
